Name,Description,Genre
Kaiju No. 8: Mission Recon,"In a Kaiju-filled Japan, Kafka Hibino works in monster disposal. After reuniting with his childhood friend Mina Ashiro, a rising star in the anti-Kaiju Defense Force, he decides to pursue his abandoned dream of joining the Force, when he suddenly transforms into the powerful ""Kaiju No. 8."" An action-packed recap of the first season of Kaiju No. 8 and a new original episode, Hoshina's Day Off.","Animation, Action, Science Fiction"
The Woman in the Line,"Andrea visits her incarcerated son for the first time. Initially eyed with suspicion by other women in line, she gradually gains their trust — and emerges as a powerful advocate for justice reform.",Drama
Heads of State,"The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.","Action, Thriller, Comedy"
Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","Action, Science Fiction, Comedy, Family"
Electra,A journalist and his female companion travel to interview a famous musician in Rome where a generous invite to a country estate becomes something much more than anyone expected.,"Drama, Thriller"
The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.","Action, Mystery, Science Fiction, Thriller"
The Man in My Basement,"Down on his luck, Charles Blakey agrees to rent his basement to a mysterious stranger, unaware he may be letting in a force much darker than he imagined.","Horror, Mystery, Thriller"
Bloody Axe Wound,"Abbie Bladecut is a teenager torn between the macabre traditions of her family’s bloody trade and the tender stirrings of her first crush. In the small town of Clover Falls, Abbie’s father Roger has built an infamous legacy by capturing real-life killings on tape and selling them to eager customers, but as Abbie delves deeper into the grisly family business, she begins to wonder if it’s time to take the family tradition in a new direction.","Horror, Comedy"
Tron,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.","Science Fiction, Action, Adventure"
The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action"
Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.","Action, Science Fiction"
Good Boy,"A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.","Horror, Thriller"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","Animation, Action, Fantasy, Thriller"
Legends of the Condor Heroes: The Gallants,"Under Genghis Khan, the Mongolian army pushes west to destroy the Jin Dynasty, setting its sights on the Song Dynasty next. Amid internal conflicts among martial arts schools, Guo Jing unites the Central Plains' warriors to defend Xiangyang, embodying courage and loyalty in the fight for the nation.","Action, Drama, History"
Hostile Takeover,"Follows Pete, a professional hitman, as he faces a group of assassins after the boss of a crime syndicate suspects disloyalty due to his attendance at Workaholics Anonymous meetings.","Action, Comedy, Thriller"
Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure"
Detective Dee: The Four Heavenly Kings,"Dee, the detective serving Chinese empress Wu Zetian, is called upon to investigate a series of strange events in Loyang, including the appearance of mysterious warriors wearing Chiyou ghost masks, foxes that speak human language and the pillar sculptures in the palace coming alive.","Action, Fantasy, Adventure, Mystery"
Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.","Adventure, Fantasy"
The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","Horror, Mystery, Thriller"
